src,tgt,pair,ID,model,best,position,dataset
"Mit lächelndem Gesichte schaute Siddhartha dem hinweggehenden Mönche nach. Der Schlaf hatte ihn sehr gestärkt, sehr aber quälte ihn der Hunger, denn er hatte nun zwei Tage nichts gegessen, und lange war die Zeit vorüber, da er hart gegen den Hunger gewesen war. Mit Kummer, und doch auch mit Lachen, gedachte er jener Zeit. Damals, so erinnerte er sich, hatte er sich vor Kamala dreier Dinge gerühmt, hatte drei edle und unüberwindliche Künste gekonnt: Fasten – Warten – Denken. Dies war sein Besitz gewesen, seine Macht und Kraft, sein fester Stab, in den fleißigen, mühseligen Jahren seiner Jugend hatte er diese drei Künste gelernt, nichts anderes. Und nun hatten sie ihn verlassen, keine von ihnen war mehr sein, nicht Fasten, nicht Warten, nicht Denken. Um das Elendeste hatte er sie hingegeben, um das Vergänglichste, um SinnenIust, um Wohlleben, um Reichtum! Seltsam war es ihm in der Tat ergangen. Und jetzt, so schien es, jetzt war er wirklich ein Kindermensch geworden.","With a smiling face, Siddhartha peered after the departing monk. Sleep had greatly strengthened him, but hunger now greatly tormented him, for he had not eaten in two days, and long past was the time when he had been hard toward hunger. With grief, and yet with laughter too, he thought back to that time. He recalled that he had boasted of three things to Kamala; he had been master of three noble and invincible arts: fasting—waiting—thinking. That had been his property, his might and strength, his solid staff. In the zealous, arduous years of his youth he had learned those three arts, and nothing else. And now they had abandoned him; none of them were his anymore: not fasting, not waiting, not thinking. He had given them away for the most wretched things, the most ephemeral things, for sensuality, for luxury, for wealth! His life had indeed been bizarre. And now, so it seemed, he had truly become a child person.",de-en,de-en-hum_gt-Withasmi-Withasmi-Mitlächel,human,text2,text2,PAR3-annotated
"Plötzlich zuckte Hans Castorp geärgert und beleidigt zusammen. Eine Tür war zugefallen, es war die Tür links vorn, die gleich in die Halle führte, – jemand hatte sie zufallen lassen oder gar hinter sich ins Schloß geworfen, und das war ein Geräusch, das Hans Castorp auf den Tod nicht leiden konnte, das er von jeher gehaßt hatte. Vielleicht beruhte dieser Haß auf Erziehung, vielleicht auf angeborener Idiosynkrasie, – genug, er verabscheute das Türenwerfen und hätte jeden schlagen können, der es sich vor seinen Ohren zuschulden kommen ließ. In diesem Fall war die Tür obendrein mit kleinen Glasscheiben gefüllt, und das verstärkte den Chok: es war ein Schmettern und Klirren. Pfui, dachte Hans Castorp wütend, was ist denn das für eine verdammte Schlamperei! Da übrigens in demselben Augenblick die Nähterin das Wort an ihn richtete, so hatte er keine Zeit, festzustellen, wer der Missetäter gewesen sei. Doch standen Falten zwischen seinen blonden Brauen, und sein Gesicht war peinlich verzerrt, während er der Nähterin antwortete.","Suddenly Hans Castorp flinched—he was annoyed and offended. A door, the one to his left that led to the lobby, had banged shut—someone had simply let it slam, or perhaps even slammed it intentionally, and that was a noise that Hans Castorp absolutely could not tolerate, he had always hated it. Perhaps it was a learned dislike, perhaps an inborn idiosyncrasy— whatever it was, he abhorred banging doors and could have slapped anyone guilty of slamming one within earshot. In this case, the door was divided into little glass panes, which only heightened the shock: it was a bang and a rattle. “Damn it,” Hans Castorp thought angrily, “what kind of sloppiness is that?” Since the seamstress had said something to him at the same moment, he had no chance to determine who the malefactor was. But as he answered the seamstress, there were deep furrows between his blond eyebrows and his face was wrenched with distress.",de-en,de-en-hum_gt-SuddenlyH-SuddenlyH-Plötzlich,human,text2,text2,PAR3-annotated
"Siddhartha dankte und nahm an, und wohnte nun im Hause des Händlers. Kleider wurden ihm gebracht, und Schuhe, und ein Diener bereitete ihm täglich das Bad. Zweimal am Tage wurde eine reichliche Mahlzeit aufgetragen, Siddhartha aber aß nur einmal am Tage, und aß weder Fleisch noch trank er Wein. Kamaswami erzählte ihm von seinem Handel, zeigte ihm Waren und Magazine, zeigte ihm Berechnungen. Vieles Neue lernte Siddhartha kennen, er hörte viel und sprach wenig. Und der Worte Kamalas eingedenk, ordnete er sich niemals dem Kaufmanne unter, zwang ihn, dass er ihn als seinesgleichen, ja als mehr denn seinesgleichen behandle. Kamaswami betrieb seine Geschäfte mit Sorglichkeit und oft mit Leidenschaft, Siddhartha aber betrachtete dies alles wie ein Spiel, dessen Regeln genau zu lernen er bemüht war, dessen Inhalt aber sein Herz nicht berührte.","Siddhartha thanked and accepted, and now lived in the dealer's house. Clothes were brought to him, and shoes, and a servant prepared his bath every day. A large meal was served twice a day, but Siddhartha only ate once a day and neither ate meat nor drank wine. Kamaswami told him about his trade, showed him goods and magazines, showed him calculations. Siddhartha got to know many new things, he heard a lot and spoke little. And remembering the words of Kamala, he never submitted himself to the merchant, compelled him to treat him as his equal, yea, as more than his equal. Kamaswami went about his business with care and often with passion, but Siddhartha looked at it all like a game, the rules of which he tried hard to learn but whose content did not touch his heart.",de-en,de-en-hum_gt-Siddhartha-Siddhartha-Siddhartha,gt,text1,text2,PAR3-annotated
"Gestern sind wir hier angelangt. Der Gesandte ist unpaß und wird sich also einige Tage einhalten. Wenn er nur nicht so unhold wäre, wär' alles gut. Ich merke, ich merke, das Schicksal hat mir harte Prüfungen zugedacht. Doch gutes Muts! Ein leichter Sinn trägt alles! Ein leichter Sinn? Das macht mich zu lachen, wie das Wort in meine Feder kommt. O ein bißchen leichteres Blut würde mich zum Glücklichsten unter der Sonne machen. Was! da, wo andere mit ihrem bißchen Kraft und Talent vor mir in behaglicher Selbstgefälligkeit herumschwadronieren, verzweifle ich an meiner Kraft, an meinen Gaben? Guter Gott, der du mir das alles schenktest, warum hieltest du nicht die Hälfte zurück und gabst mir Selbstvertrauen und Genügsamkeit?","We got here yesterday. The envoy is impertinent and will therefore hold off for a few days. If only he weren't so rude, everything would be fine. I see, I see, fate has given me tough trials. But good cheer! A light mind carries everything! An easy sense? This makes me laugh as the word comes into my pen. Oh, a little lighter blood would make me the happiest thing under the sun. What! there, where others with their little strength and talent babble about in comfortable self-satisfaction, do I despair of my strength, of my gifts? Good God, who gave me all this, why didn't you hold back half and give me confidence and contentment?",de-en,de-en-hum_gt-Wearrived-Wegother-Gesternsi,gt,text1,text2,PAR3-annotated
"Sieben Tische standen im Speisesaal, die meisten in Längsrichtung, nur zwei in die Quere. Es waren größere Tafeln, für zehn Personen jede, wenn auch die Gedecke nicht überall vollzählig waren. Nur ein paar Schritte schräg in den Saal hinein, und Hans Castorp war schon an seinem Platz: er war ihm an der Schmalseite des Tisches bereitet, der mitten vorn stand, zwischen den beiden querstehenden. Aufrecht hinter seinem Stuhle, verbeugte Hans Castorp sich steif und freundlich gegen die Tischgenossen, mit denen Joachim ihn zeremoniell bekannt machte, und die er kaum sah, geschweige, daß ihm ihre Namen ins Bewußtsein gedrungen wären. Einzig Frau Stöhrs Person und Namen faßte er auf, und daß sie ein rotes Gesicht und fettige aschblonde Haare hatte. Man konnte ihr die Bildungsschnitzer wohl zutrauen, so störrisch unwissend war ihr Gesichtsausdruck. Dann setzte er sich und nahm beifällig wahr, daß man das erste Frühstück hier als eine ernste Mahlzeit behandelte.","There were seven tables in the dining hall, five placed lengthwise, only two crosswise. The tables were large, with room for ten persons at each, although not all the places had been set. They took only a few steps diagonally across the room, and Hans Castorp found that he was already at the place set for him, at the end of the middle table toward the front of the room, halfway between the two crosswise tables. Standing erect behind his chair, Hans Castorp bowed stiffly and cordially to his tablemates as Joachim formally introduced them, although he barely looked at them, let alone made a conscious note of their names. The only face and name he put together was Frau Stöhr, noticing her red face and oily, ash-blond hair, and an expression of such willful ignorance that it was easy to believe her guilty of howling gaffes. Then he sat down and noted approvingly that early breakfast here was a serious meal.",de-en,de-en-hum_gt-Therewere-Therewere-SiebenTis,human,text2,text2,PAR3-annotated
"Nicht doch, so weit wollte Hans Castorp nicht gehen. Er unterwarf sich der Kur, obgleich er sie ridikül und ehrlos fand. Diese Impfungen mit sich selbst wollten ihm als eine abscheulich freudlose Diversion erscheinen, als ein inzestuöser Greuel von Ich zu Ich, frucht- und hoffnungslos in seinem Wesen. So urteilte seine hypochondrische Unbelehrtheit, die nur im Punkte der Unfruchtbarkeit – und in diesem freilich vollkommen – recht behielt. Die Diversion erstreckte sich über Wochen. Sie schien zuweilen zu schaden – was selbstverständlich auf Irrtum beruhen mußte –, zuweilen auch zu nützen, was sich dann aber gleichfalls als Irrtum herausstellte. Das Ergebnis war Null, ohne bei Namen genannt und ausdrücklich verkündigt zu werden. Die Unternehmung verlief im Sande, und Hans Castorp fuhr fort, Patience zu legen – Aug’ in Auge mit dem Dämon, dessen zügelloser Herrschaft für sein Gefühl ein Ende mit Schrecken bevorstand.","Well, Hans Castorp was not willing to go quite that far. But he submitted to the therapy, though he found it ridiculous and disgraceful. These vaccinations of himself with himself could be no more than a disgustingly joyless diversion, a self-to-self incestuous abomination, an infertile, hopeless enterprise inside his own body. That was the voice of ignorant hypochondria, which proved correct only as to infertility—though, to be sure, completely correct in that one point. The diversion lasted several weeks. At times it seemed to make him ill—though, of course, he had to be in error about that—at times it seemed to help; but that turned out to be an error as well. The result was zero, though that was never expressly announced. The enterprise fizzled out, and Hans Castorp went on playing solitaire—eye to eye with the demon whose unrestrained power he could not help feeling was sure to come to some horrible end.",de-en,"de-en-hum_gt-No,HansC-Well,Hans-Nichtdoch",human,text2,text2,PAR3-annotated
"Nun war denn also der Plan eines Ausflugs zum Wasserfall an der Tagesordnung, – Peeperkorn selbst hatte das Ziel bestimmt, und er fühlte sich rüstig zu dem Unternehmen. Es war der dritte Tag nach einem Quartananfall; Mynheer ließ wissen, daß er ihn zu nutzen wünsche. Zwar war er zu den ersten Mahlzeiten des Tages nicht im Speisesaal erschienen, sondern hatte sie, wie in letzter Zeit sehr häufig, zusammen mit Madame Chauchat in seinem Salon eingenommen; aber schon beim ersten Frühstück hatte Hans Castorp durch den hinkenden Concierge Order empfangen, sich eine Stunde nach dem Mittagessen zu einer Spazierfahrt bereitzuhalten, ferner, diesen Befehl an die Herren Ferge und Wehsal weiterzugeben, auch Settembrini und Naphta zu benachrichtigen, daß man bei ihnen vorfahren werde, und endlich für die Bestellung zweier Landauer auf drei Uhr Sorge zu tragen.","So now the plan of a trip to the falls was on the order of the day--Peeperkorn himself had chosen the destination, and he felt fit for the enterprise. It was the third day after a quartan bout; Mynheer indicated that he wished to use it. It is true that he had not appeared in the dining-room for the first meals of the day, but had eaten them in his drawing-room with Madame Chauchat, as he had done very often lately; but already at the first breakfast Hans Castorp had received orders from the limping concierge to be ready for a drive an hour after lunch, and also to pass this order on to Messrs. Ferge and Wehsal, and also to notify Settembrini and Naphta that we were to drive up to them and finally to take care of ordering two landau at three o'clock.",de-en,de-en-hum_gt-Butthepl-Sonowthe-Nunwarde,gt,text1,text2,PAR3-annotated
"Sie standen also alle steif aufrecht an unserem Tisch: Hans Castorp und die beiden Gegner und ihnen gegenüber Ferge und Wehsal. Alle fünf waren sie blaß, mit erweiterten Augen und zuckenden Mündern. Hätten nicht die drei Unbeteiligten den Versuch machen können, beschwichtigend einzuwirken, mit einem Scherzwort die Spannung zu lösen, durch irgendein menschliches Zureden alles zum Guten zu wenden? Sie unternahmen ihn nicht, diesen Versuch. Die inneren Umstände hinderten sie daran. Sie standen und bebten, und unwillkürlich ballten ihre Hände sich zu Fäusten. Selbst A. K. Ferge, dem alles Höhere erklärtermaßen völlig fern lag und der von vornherein gänzlich darauf verzichtete, die Tragweite des Streites zu ermessen, – auch er war überzeugt, daß es hier auf Biegen und Brechen gehe, und daß man, selbst mit hingerissen, nichts tun könne, als den Dingen ihren Lauf zu lassen. Sein gutmütiger Schnurrbartbausch wanderte heftig auf und nieder.","And now everyone was standing stiffly beside our table: Hans Castorp and the two opponents, and facing them Ferge and Wehsal. All five had turned pale—eyes wide, mouths twitching. Might not the three bystanders have attempted to calm things down, to break the tension with a witty remark, to turn the affair around with some friendly words of advice? They did not make the attempt. Their own inner states prevented them from trying. They stood there trembling, instinctively clenching their hands into fists. Even A. K. Ferge, for whom all higher things were avowedly foreign and who from the start refused to anticipate the full consequences of this dispute—he, too, was convinced that they had to be prepared for the worst and that having been caught up in it, he now could do nothing but let matters take their course. His good-natured bushy moustache bobbed violently up and down.",de-en,de-en-hum_gt-Sotheyal-Andnowev-Siestande,human,text2,text2,PAR3-annotated
"Recht vergebens, versetzte Naphta, rufe Herr Settembrini die Einfalt jener morgendlichen Zeiten zu seiner Hilfe auf, – die Siegerin, die ihre Schöpferkraft noch in der Dämonisierung des Überwundenen bewährt habe. Übrigens seien die Lehrer der jungen Kirche nicht müde geworden, vor den Lügen der alten Philosophen und Dichter zu warnen, insonderheit davor, sich mit der üppigen Beredsamkeit des Virgil zu beflecken, und heute, wo wieder ein Zeitalter zu Grabe sinke, abermals ein proletarischer Morgen tage, sei wahrhaftig die Stunde günstig, ihnen nachzufühlen! So möge denn, um alles zu beantworten, Herr Lodovico auch überzeugt sein, daß er, Redner, sein bißchen bürgerliche Beschäftigung, worauf jener anzuspielen die Güte gehabt habe, mit aller gebotenen reservatio mentalis betreibe und sich nicht ohne Ironie in einen klassisch-rhetorischen Erziehungsbetrieb einordne, dessen Lebensdauer ein Sanguiniker allenfalls noch nach Jahrzehnten berechnen möge.","It was all in vain, Naphta responded, that Herr Settembrini appealed to the naiveté of those victorious morning years of Christianity—which had only proved its creative force by making demons of those it conquered. Moreover, the teachers of the early Church had never wearied of warning people against the lies of the philosophers and poets of antiquity, and in particular against sullying themselves with the lush eloquence of a Virgil. Indeed, the present day, when once again one age was heading for the grave even as a proletarian age was dawning, was a particularly appropriate time for respecting such sentiments. And as for the rest of his charge, Herr Lodovico could be sure that he, Naphta, pursued his modicum of bourgeois activity, to which the former had been kind enough to allude, with all due reservatio mentalis and that he recognized a certain irony in having found a niche in an educational institution devoted to classical rhetoric, a pedagogy whose life span even the most sanguine would estimate only in decades.",de-en,de-en-hum_gt-Itwasin-Itwasall-Rechtverg,human,text2,text2,PAR3-annotated
"»Nein«, sagte Hans Castorp, als er wieder an seinem Tischende zwischen der Nähterin und der Engländerin Platz genommen und ergeben seine Serviette entfaltet hatte, obgleich {106}er noch so schwer belastet vom ersten Frühstück war. »Nein«, sagte er, »Gott steh mir bei, Milch kann ich überhaupt nicht trinken und am wenigsten jetzt. Ist nicht vielleicht Porter da?« Und er wandte sich zuerst höflich und zart an die Zwergin mit dieser Frage. Leider war keiner da. Aber sie versprach, Kulmbacher Bier zu bringen und brachte es auch. Es war dick, schwarz, braunschaumig und ersetzte den Porter aufs beste. Hans Castorp trank durstig davon aus einem hohen Halbliterglase. Er aß kalten Aufschnitt dazu auf Röstbrot. Wieder war Haferbrei aufgestellt und wieder viel Butter und Obst. Er ließ wenigstens seine Augen darauf ruhen, da er nicht fähig war, sich davon zuzuführen. Auch betrachtete er die Gästeschaft, – die Massen begannen sich für ihn zu teilen; Einzelpersonen traten hervor.","“No,” Hans Castorp said, taking his seat again at the end of the table between the seamstress and the Englishwoman and conscientiously unfolding his napkin—although he was still weighed down by his first breakfast. “No,” he said, “God help me, but I do not drink milk, and certainly not now. Is there some porter, perhaps?” And he turned to ask this question politely and gently of the dwarf. There was no porter, unfortunately. But she promised him some Kulmbach beer, and indeed she brought it. It was thick and black, with a foamy brown head, and was an excellent substitute for porter. Hans Castorp drank thirstily from the tall pint glass. He ate cold cuts on toast. There was more oatmeal on the table and lots of butter and fruit again. He at least let his eyes pass over it all, since he was incapable of helping himself to any of it. And he observed the other guests, too—the crowd was beginning to sort itself out for him and individuals were emerging.",de-en,"de-en-hum_gt-""No,""said-“No,”Hans-»Nein«,sa",human,text2,text2,PAR3-annotated
"So ging das weiter, wir kennen das Spiel, Hans Castorp kannte es. Wir haben mit ihm einen Augenblick hingehört, um zu beobachten, wie, beispielsweise, ein solcher peripatetischer Waffengang sich im Schatten der nebenherwandelnden Persönlichkeit ausnahm, und auf welche Weise etwa diese Gegenwart ihn insgeheim um den Nerv brachte: nämlich so, daß ein heimlicher Zwang zur Bezugnahme auf sie den hin und her springenden Funken tötete und eine Erinnerung an jenes Gefühl matter Leblosigkeit sich aufdrängte, das uns überkommt, wenn eine elektrische Leitung sich als kontaktlos erweist. Gut! so war es. Da war kein Knistern zwischen den Widersprüchen mehr, kein Sprung des Blitzes, kein Strom, – die Gegenwart, neutralisiert durch den Geist, wie dieser meinen wollte, neutralisierte vielmehr den Geist; Hans Castorp ward es mit Staunen und Neugier gewahr.","That's how it went on, we know the game, Hans Castorp knew it. We listened with him for a moment in order to observe how, for example, such a peripatetic battle of arms appeared in the shadow of the personality walking alongside, and in what way this presence secretly got on his nerves: namely in such a way that a secret compulsion to Reference to her killed the spark that flew back and forth, and prompted a reminder of that feeling of languid lifelessness that comes over us when an electric wire proves contactless. Well! it was like this. There was no more crackling between contradictions, no more leaps of lightning, no current—the present, neutralized by the mind, as it meant, rather neutralized the mind; Hans Castorp saw it with astonishment and curiosity.",de-en,de-en-hum_gt-Andonand-That'show-Sogingda,gt,text1,text2,PAR3-annotated
"›Jammervoll! Wohl das bin ich, und nicht gering die Ursache meines Wehs. – Carmor, du verlorst keinen Sohn, verlorst keine blühende Tochter; Colgar, der Tapfere, lebt, und Annira, die schönste der Mädchen. Die Zweige deines Hauses blühen, o Carmor; aber Armin ist der Letzte seines Stammes. Finster ist dein Bett, o Daura! dumpf ist dein Schlaf in dem Grabe – Wann erwachst du mit deinen Gesängen, mit deiner melodischen Stimme? Auf, ihr Winde des Herbstes! auf, stürmt über die finstere Heide! Waldströme, braust! Heult, Stürme, im Gipfel der Eichen! Wandle durch gebrochene Wolken, o Mond, zeige wechselnd dein bleiches Gesicht! Erinnre mich der schrecklichen Nacht, da meine Kinder umkamen, da Arindal, der Mächtige, fiel, Daura, die Liebe, verging.","“‘Wretched? That I am. And the cause of my grief is not negligible. Carmor, thou hast not lost a son; thou hast not been deprived of a daughter. Colgar the brave lives, and Annira, fairest of maidens. The branches of thy house blossom, Carmor, but Armin is the last of his race. Dark is thy bier, O Daura, stifling thy sleep in the grave. When shalt thou awaken with thy songs, with thy melodious voice? Rise, winds of autumn; rise and storm across the bleak heath! Forest streams, roar! Wail, thou tempests in the crowns of the pines! Move through the broken clouds, O moon; show and hide thy pale face alternately! Remind me of the dread night when my children perished, when mighty Arindal was slain, and beloved Daura died.",de-en,de-en-hum_gt-'Pathetic!-“‘Wretched-›Jammervol,human,text2,text2,PAR3-annotated
"Willkommener, tröstlicher Anblick! Rüstig hatte er es geschafft, trotz aller Widrigkeiten, daß nun sogar schon menschliche Baulichkeiten erschienen, zum Zeichen, das bewohnte Tal sei nahe. Vielleicht waren Menschen dort; vielleicht konnte man bei ihnen eintreten, um unter Dach und Fach das Ende des Wetters abzuwarten und nötigenfalls Begleitung und Führung zu haben, wenn unterdessen die natürliche Dunkelheit sollte eingefallen sein. Er hielt auf das chimärische, oft ganz im Wetterdunkel verschwindende Etwas zu, hatte noch einen kräfteverzehrenden Aufstieg gegen den Wind zu überwinden, um es zu erreichen, und überzeugte sich, angekommen, mit Empörung, Staunen, Schrecken und Schwindelgefühl, daß es die bekannte Hütte, der Heuschober mit steinbeschwertem Dache war, den er auf allerlei Umwegen und mit redlichster Anspannung zurückerobert hatte.","Welcome, comforting sight! Despite all the adversities, he had made it valiantly that human buildings were already appearing as a sign that the inhabited valley was near. Maybe people were there; perhaps they could be entered to await the end of the weather under one roof, and to have company and guidance, if necessary, if meanwhile natural darkness should have fallen. He headed for the chimerical something that often disappeared completely in the dark of the weather, still had to overcome an exhausting climb against the wind to reach it, and when he arrived he convinced himself with indignation, amazement, horror and dizziness that it was the familiar hut , who was a haystack with a stone-weighted roof, which he had recaptured by all sorts of detours and with the most honest effort.",de-en,"de-en-hum_gt-Whatawel-Welcome,c-Willkommen",gt,text1,text2,PAR3-annotated
"Zwischen zwei Männern hindurch, die sich unmittelbar bei der Tür unterhielten – der eine machte mit beiden, weit vorgestreckten Händen die Bewegung des Geldaufzählens, der andere sah ihm scharf in die Augen –, faßte eine Hand nach K. Es war ein kleiner, rotbäckiger Junge. »Kommen Sie, kommen Sie«, sagte er. K. ließ sich von ihm führen, es zeigte sich, daß in dem durcheinanderwimmelnden Gedränge doch ein schmaler Weg frei war, der möglicherweise zwei Parteien schied; dafür sprach auch, daß K. in den ersten Reihen rechts und links kaum ein ihm zugewendetes Gesicht sah, sondern nur die Rücken von Leuten, welche ihre Reden und Bewegungen nur an Leute ihrer Partei richteten. Die meisten waren schwarz angezogen, in alten, lang und lose hinunterhängenden Feiertagsröcken. Nur diese Kleidung beirrte K., sonst hätte er das Ganze für eine politische Bezirksversammlung angesehen.","Between two men who were conversing near the door—one of them was going through the motions of counting out money with outstretched hands, the other was looking him sharply in the eye—a hand reached out for K. It was a little red-cheeked boy. “Come on, come on,” he said. K. let him lead the way; it turned out that there was indeed a narrow path free through the swirling crowd, one that possibly divided two parties; this possibility was further supported by the fact that K. saw scarcely a face turned toward him in the closest rows on his left and right, but merely the backs of people addressing their words and gestures solely to those in their own party. Most were dressed in black, in old, long, loosely hanging formal coats. This was the only thing K. found confusing; otherwise he would have taken it all for a local precinct meeting.",de-en,de-en-hum_gt-Betweentw-Betweentw-Zwischenz,human,text2,text2,PAR3-annotated
"Vorgestern kam der Medikus hier aus der Stadt hinaus zum Amtmann und fand mich auf der Erde unter Lottens Kindern, wie einige auf mir herumkrabbelten, andere mich neckten, und wie ich sie kitzelte und ein großes Geschrei mit ihnen erregte. Der Doktor, der eine sehr dogmatische Drahtpuppe ist, unterm Reden seine Manschetten in Falten legt und einen Kräusel ohne Ende herauszupft, fand dieses unter der Würde eines gescheiten Menschen; das merkte ich an seiner Nase. Ich ließ mich aber in nichts stören, ließ ihn sehr vernünftige Sachen abhandeln und baute den Kindern ihre Kartenhäuser wieder, die sie zerschlagen hatten. Auch ging er darauf in der Stadt herum und beklagte, des Amtmanns Kinder wären so schon ungezogen genug, der Werther verderbe sie nun völlig.","The day before yesterday the doctor from our town came out to the lodge and found me on the floor with several of Lotte’s children on top of me, the rest teasing me. He saw me tickling them and succeeding generally in creating an uproar. The doctor is a dogmatic puppet, constantly repleating his cuffs as he talks and pulling out a loose thread here and there. Of course, he found my behavior undignified for a man of my intellect. I could tell by the way he turned up his nose at the whole thing. I didn’t let it bother me, but as he went about his more sensible business, I rebuilt the children’s house of cards, which they had toppled; whereupon he went about town telling everyone that the magistrate’s children had always been wild, but now Werther was ruining them completely.",de-en,de-en-hum_gt-Thedaybe-Thedaybe-Vorgestern,human,text2,text2,PAR3-annotated
"Er freute sich seiner Errungenschaft, vor welcher die Unzugänglichkeit sich auftat und Hindernisse fast zunichte wurden. Sie umgab ihn mit erwünschter Einsamkeit, der erdenklich tiefsten sogar, einer Einsamkeit, die das Herz mit Empfindungen des menschlich Wildfremden und Kritischen berührte. Da war wohl zu seiner einen Seite ein Tannenabsturz hinab in Schneedunst und andererseits ein Felsenaufstieg mit ungeheueren, zyklopischen, gewölbten und gebuckelten, Höhlen und {717}Kappen bildenden Schneemassen. Die Stille, wenn er regungslos stehen blieb, um sich selbst nicht zu hören, war unbedingt und vollkommen, eine wattierte Lautlosigkeit, unbekannt, nie vernommen, sonst nirgends vorkommend. Da war kein Windhauch, der die Bäume auch nur aufs leiseste gerührt hätte, kein Rauschen, nicht eine Vogelstimme. Es war das Urschweigen, das Hans Castorp belauschte, wenn er so stand, auf seinen Stock gestützt, den Kopf zur Schulter geneigt, mit offenem Munde; und still und unablässig schneite es weiter darin, ruhig hinsinkend, ohne einen Laut.","He rejoiced in his achievement, before which inaccessibility opened up and obstacles almost came to naught. She surrounded him with the desired solitude, the deepest imaginable, a solitude that touched the heart with feelings of the completely human and critical. On one side there was a fall of fir trees in a haze of snow, and on the other an ascent of rocks with immense, cyclopean, arched and humped masses of snow forming caves and caps. The silence when he stood motionless so as not to hear himself was unconditional and complete, a padded silence, unknown, never heard, found nowhere else. There was not a breath of wind to stir the trees in the slightest, not a rustling, not a bird's call. It was the primal silence that Hans Castorp overheard as he stood there, leaning on his cane, his head on his shoulder, his mouth open; and silently and incessantly it continued to snow in it, quietly sinking down without a sound.",de-en,de-en-hum_gt-Hereveled-Herejoice-Erfreute,gt,text1,text2,PAR3-annotated
"So lobte er sich, hatte Freude an sich, hörte neugierig seinem Magen zu, der vor Hunger knurrte. Ein Stück Leid, ein Stück Elend hatte er nun, so fühlte er, in diesen letzten Zeiten und Tagen ganz und gar durchgekostet und ausgespien, bis zur Verzweiflung und bis zum Tode ausgefressen. So war es gut. Lange noch hätte er bei Kamaswami bleiben können, Geld erwerben, Geld vergeuden, seinen Bauch mästen und seine Seele verdursten lassen, lange noch hätte er in dieser sanften, wohlgepolsterten Hölle wohnen können, wäre dies nicht gekommen: der Augenblick der vollkommenen Trostlosigkeit und Verzweiflung, jener äußerste Augenblick, da er über dem strömenden Wasser hing und bereit war, sich zu vernichten. Dass er diese Verzweiflung, diesen tiefsten Ekel gefühlt hatte, und dass er ihm nicht erlegen war, dass der Vogel, die frohe Quelle und Stimme in ihm doch noch lebendig war, darüber fühlte er diese Freude, darüber lachte er, darüber strahlte sein Gesicht unter den ergrauten Haaren.","So he praised himself, took pleasure in himself, listened curiously to his stomach, which was growling with hunger. He had tasted and spat out a piece of suffering, a piece of misery, so he felt, in the last few days and times, to the point of despair and death. That's how it was good. Long could he have stayed with Kamaswami, earning money, squandering money, fattening his belly and letting his soul thirst, long could he have dwelt in this soft, well-cushioned hell, if this had not come: the moment of utter desolation and despair, that extreme moment when he hung above the flowing water and was ready to annihilate himself. That he had felt this despair, this deepest disgust, and that he had not succumbed to it, that the bird, the happy source and voice was still alive in him, he felt this joy about it, he laughed about it, his face beamed at it the gray hair.",de-en,de-en-hum_gt-Hepraised-Soheprai-Solobtee,gt,text1,text2,PAR3-annotated
"Die Jahre gingen hin und keiner zählte sie. Da kamen einst Mönche gepilgert, Anhänger des Gotama, des Buddha, welche baten, sie über den Fluss zu setzen, und von ihnen erfuhren die Fährmänner, dass sie eiligst zu ihrem großen Lehrer zurück wanderten, denn es habe sich die Nachricht verbreitet, der Erhabene sei todkrank und werde bald seinen letzten Menschentod sterben, um zur Erlösung einzugehen. Nicht lange, so kam eine neue Schar Mönche gepilgert, und wieder eine, und sowohl die Mönche wie die meisten der übrigen Reisenden und Wanderer sprachen von nichts anderem als von Gotama und seinem nahen Tode. Und wie zu einem Kriegszug oder zur Krönung eines Königs von überall und allen Seiten her die Menschen strömen und sich gleich Ameisen in Scharen sammeln, so strömten sie, wie von einem Zauber gezogen, dahin, wo der große Buddha seinen Tod erwartete, wo das Ungeheure geschehen und der große Vollendete eines Weltalters zur Herrlichkeit eingehen sollte.","The years went by and nobody counted them. Once upon a time monks came on pilgrimage, followers of Gotama, the Buddha, who asked to be taken across the river, and from them the ferrymen learned that they were hurrying back to their great teacher, because the news had spread, the Exalted One is terminally ill and will soon die his last human death in order to enter salvation. It was not long before a new group of monks came on pilgrimage, and another one, and both the monks and most of the other travelers and wanderers spoke of nothing but Gotama and his approaching death. And just as people flock from everywhere and from all sides to a military expedition or to the coronation of a king and gather in droves like ants, so they flocked, as if drawn by magic, to where the great Buddha awaited his death, where the monstrous happen and the great perfected one of an age should come in to glory.",de-en,de-en-hum_gt-Theyears-Theyears-DieJahre,gt,text1,text2,PAR3-annotated
